,City,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
380,Kargasok,RU,1630791510,59.0556,80.8572,49.8,77,100,11.25
164,Mount Isa,AU,1630791444,-20.7333,139.5,56.97,77,90,18.41
546,Tigil',RU,1630791559,57.8,158.6667,56.41,77,100,15.99
303,Karakulino,RU,1630791486,56.012,53.7067,44.42,77,14,10.6
241,Airai,TL,1630791468,-8.9266,125.4092,58.89,77,93,3.29
67,Lima,PE,1630791380,-12.0432,-77.0282,59.25,77,90,8.05
439,Timrå,SE,1630791526,62.487,17.3257,43.68,77,35,4.61
234,Brae,GB,1630791465,60.3964,-1.353,55.31,77,50,7.65
270,Honiara,SB,1630791234,-9.4333,159.95,81.37,77,40,5.06
174,Pisco,PE,1630791447,-13.7,-76.2167,64.45,77,75,6.91
343,Champerico,GT,1630791498,14.3,-91.9167,86.54,76,99,8.12
56,Atuona,PF,1630791412,-9.8,-139.0333,77.92,76,35,19.08
368,Dhidhdhoo,MV,1630791506,6.8833,73.1,81.7,76,100,16.24
108,Tilichiki,RU,1630791428,60.4667,166.1,53.92,76,87,5.1
88,Thompson,CA,1630791422,55.7435,-97.8558,55.56,76,90,11.5
196,Progreso,MX,1630791454,21.2833,-89.6667,85.1,76,100,12.46
309,Waingapu,ID,1630791488,-9.6567,120.2641,75.07,76,48,5.39
173,Cabras,IT,1630791447,39.93,8.5314,72.27,76,1,5.23
76,Kavieng,PG,1630791418,-2.5744,150.7967,83.03,76,97,10.49
212,Mirny,RU,1630791459,62.5353,113.9611,33.75,76,0,1.21
230,Saravena,CO,1630791464,6.9538,-71.8752,81.68,76,71,1.01
276,Winchester,GB,1630791478,51.0651,-1.3187,62.89,76,75,6.91
38,Alice Springs,AU,1630791407,-23.7,133.8833,45.95,76,100,0.0
243,Kulhudhuffushi,MV,1630791468,6.6221,73.07,81.55,76,100,15.99
437,Pombia,IT,1630791526,45.653,8.6336,71.13,76,0,4.61
18,Hermanus,ZA,1630791401,-34.4187,19.2345,53.91,76,61,11.36
520,Krasnosel'kup,RU,1630791551,65.7,82.4667,52.77,75,68,17.96
505,Kysyl-Syr,RU,1630791546,63.8986,122.7617,33.6,75,0,3.47
416,Lata,PT,1630791520,40.1629,-8.3327,66.92,75,7,1.7
419,Jiuquan,CN,1630791520,39.7432,98.5174,57.42,75,58,4.05
464,Fare,PF,1630791534,-16.7,-151.0167,78.66,75,41,15.21
392,Buala,SB,1630791513,-8.145,159.5921,81.73,75,72,5.57
576,Le Port,RE,1630791567,-20.9373,55.2919,71.6,75,21,3.69
0,Porcia,IT,1630791396,45.96,12.6072,68.88,75,66,1.01
274,Paita,PE,1630791478,-5.0892,-81.1144,72.16,75,6,17.45
149,Šibenik,HR,1630791440,43.7272,15.9058,71.26,75,100,2.06
142,Asopós,GR,1630791438,36.7333,22.8667,73.42,75,42,2.17
119,Pangnirtung,CA,1630791432,66.1451,-65.7125,45.9,75,59,2.28
57,Faanui,PF,1630791413,-16.4833,-151.75,78.42,75,11,10.85
37,Pacific Grove,US,1630791407,36.6177,-121.9166,95.61,75,1,4.0
43,Cape Town,ZA,1630791409,-33.9258,18.4232,57.88,75,40,1.99
509,Vao,NC,1630791548,-22.6667,167.4833,69.21,74,14,15.03
374,Constitución,CL,1630791508,-35.3333,-72.4167,54.54,74,5,2.28
529,Ust-Tsilma,RU,1630791554,65.441,52.1498,44.73,74,100,9.48
511,San Quintín,MX,1630791548,30.4833,-115.95,73.67,74,56,10.96
579,Rudnyy,KZ,1630791289,52.9594,63.1206,54.5,74,0,7.38
19,Tasiilaq,GL,1630791401,65.6145,-37.6368,46.56,74,96,6.67
103,East London,ZA,1630791427,-33.0153,27.9116,66.33,74,76,13.31
575,Manta,EC,1630791294,-0.95,-80.7333,80.38,74,75,9.22
425,Kutum,SD,1630791522,14.2,24.6667,71.78,74,100,5.39
229,San Andrés,CO,1630791464,12.5847,-81.7006,86.02,74,90,13.8
554,Asău,RO,1630791561,46.4333,26.4,61.75,73,94,3.02
277,Ključ,BA,1630791478,44.535,16.7722,60.75,73,65,2.57
385,Ust-Kuyga,RU,1630791511,70.0167,135.6,32.65,73,100,8.61
540,East Moline,US,1630791557,41.5009,-90.4443,73.31,73,90,11.5
63,Macusani,PE,1630791414,-14.0833,-70.4333,43.79,73,83,9.55
261,Namatanai,PG,1630791474,-3.6667,152.4333,82.0,73,50,6.35
226,Clearwater,US,1630791449,27.9659,-82.8001,90.14,73,1,7.0
452,Camacha,PT,1630791530,33.0833,-16.3333,72.82,73,40,5.75
283,Alcañiz,ES,1630791480,41.05,-0.1333,72.43,73,3,6.76
167,Chilmāri,BD,1630791445,25.5559,89.6715,85.55,73,100,2.77
41,Arvika,SE,1630791408,59.6553,12.5852,43.41,73,86,2.04
17,Lagoa,PT,1630791401,39.05,-27.9833,68.9,73,35,21.25
561,Topeka,US,1630791563,39.0483,-95.678,77.79,73,75,3.0
216,Mitsamiouli,KM,1630791460,-11.3847,43.2844,76.28,72,39,5.68
436,Bānsdīh,IN,1630791525,25.8833,84.2167,85.64,72,100,3.51
287,Honningsvåg,NO,1630791481,70.9821,25.9704,42.93,72,100,14.47
253,Noumea,NC,1630791471,-22.2763,166.4572,67.98,72,39,10.31
317,Thinadhoo,MV,1630791491,0.5333,72.9333,82.4,72,93,5.88
159,Butaritari,KI,1630791443,3.0707,172.7902,83.86,72,9,20.56
539,Luganville,VU,1630791557,-15.5333,167.1667,77.77,71,73,5.86
491,Reconquista,AR,1630791542,-29.15,-59.65,68.79,71,15,6.49
112,Bhabhua,IN,1630791429,25.05,83.6167,85.01,71,98,2.91
202,Saint-Pierre,RE,1630791456,-21.3393,55.4781,71.28,71,40,26.46
177,Mehamn,NO,1630791448,71.0357,27.8492,41.25,71,96,18.81
338,Vardø,NO,1630791497,70.3705,31.1107,42.12,71,100,28.5
83,Port Lincoln,AU,1630791420,-34.7333,135.8667,52.32,71,45,9.19
145,Tonantins,BR,1630791439,-2.8731,-67.8022,83.25,71,88,4.0
275,Planadas,CO,1630791478,3.197,-75.6451,76.73,71,72,2.06
1,Rikitea,PF,1630791396,-23.1203,-134.9692,74.89,71,100,8.28
414,The Valley,AI,1630791514,18.217,-63.0578,87.66,70,40,14.97
181,Pangody,RU,1630791450,65.85,74.4859,56.89,70,98,20.27
435,Linguère,SN,1630791525,15.3953,-15.1193,86.22,70,20,4.61
356,Międzyrzec Podlaski,PL,1630791503,51.9864,22.7825,46.94,70,24,4.99
526,Sørland,NO,1630791553,67.667,12.6934,50.4,70,100,14.58
255,São Filipe,CV,1630791472,14.8961,-24.4956,79.95,70,5,13.06
486,Misratah,LY,1630791540,32.3754,15.0925,80.83,70,0,16.33
260,Ismailia,EG,1630791473,30.6043,32.2723,77.83,70,0,6.35
206,Longyearbyen,SJ,1630791457,78.2186,15.6401,37.24,70,75,11.5
389,Karlshus,NO,1630791513,59.352,10.8723,55.2,69,20,2.3
213,Kahului,US,1630791459,20.8947,-156.47,84.22,69,40,24.16
143,Tocopilla,CL,1630791439,-22.092,-70.1979,65.01,69,21,10.29
110,Hithadhoo,MV,1630791429,-0.6,73.0833,82.74,69,100,5.95
32,Berlevåg,NO,1630791405,70.8578,29.0864,41.65,69,95,23.13
154,Lavrentiya,RU,1630791442,65.5833,-171.0,41.29,69,76,6.06
517,Flinders,AU,1630791550,-34.5833,150.8552,57.2,69,75,7.0
235,Noyabrsk,RU,1630791466,63.1994,75.4507,54.5,69,94,22.3
15,Kapaa,US,1630791400,22.0752,-159.319,84.52,69,75,4.0
302,Chanute,US,1630791229,37.6792,-95.4572,80.71,69,40,10.36
387,Zhangye,CN,1630791512,38.9342,100.4517,60.4,69,100,7.54
264,Malbork,PL,1630791475,54.0359,19.0266,52.88,68,1,3.83
16,Grand Gaube,MU,1630791400,-20.0064,57.6608,70.38,68,78,5.99
222,Draguignan,FR,1630791462,43.5333,6.4667,71.8,68,13,4.61
118,Alnashi,RU,1630791431,56.1874,52.4792,44.46,68,6,15.35
74,Ribeira Grande,PT,1630791418,38.5167,-28.7,70.2,68,40,8.05
100,Anori,BR,1630791426,-3.7728,-61.6442,82.8,68,98,2.46
388,Shamkhal,RU,1630791512,43.0596,47.3373,66.18,68,66,6.38
35,Bambous Virieux,MU,1630791406,-20.3428,57.7575,70.21,68,40,13.8
248,Cap Malheureux,MU,1630791470,-19.9842,57.6142,70.47,68,70,5.99
123,Souillac,MU,1630791433,-20.5167,57.5167,70.36,68,40,13.8
68,Mt. Pleasant,US,1630791416,32.7941,-79.8626,84.97,68,1,7.0
459,Brodnica,PL,1630791532,53.2597,19.3965,53.19,68,85,6.85
363,Husavik,IS,1630791505,66.0449,-17.3389,58.91,68,100,11.05
567,Mahébourg,MU,1630791564,-20.4081,57.7,70.25,68,40,13.8
3,Yellowknife,CA,1630791397,62.456,-114.3525,63.12,67,75,23.02
80,Kloulklubed,PW,1630791419,7.0419,134.2556,75.7,67,29,5.84
428,Safi,MA,1630791523,32.2994,-9.2372,73.71,67,12,8.39
92,Nesna,NO,1630791423,66.1967,13.0213,46.58,67,100,7.16
211,Tadine,NC,1630791459,-21.55,167.8833,73.04,66,3,13.4
135,Lompoc,US,1630791436,34.6391,-120.4579,91.78,66,1,18.41
85,Fortuna,US,1630791275,40.5982,-124.1573,92.19,66,1,1.99
308,Srednekolymsk,RU,1630791488,67.45,153.6833,36.34,66,99,18.1
23,Hilo,US,1630790958,19.7297,-155.09,82.27,66,40,9.22
360,Kaura Namoda,NG,1630791504,12.5898,6.5779,81.21,66,76,9.78
447,Bairiki Village,KI,1630791529,1.3292,172.9752,86.0,66,40,16.11
208,Tranås,SE,1630791458,58.0372,14.9782,40.23,66,25,2.21
468,Paphos,CY,1630791243,34.7667,32.4167,80.51,65,0,6.91
463,Aktash,RU,1630791533,50.3,87.7333,40.15,65,0,1.54
448,Tucuruí,BR,1630791529,-3.7661,-49.6725,82.15,65,100,4.09
559,Kiryat Gat,IL,1630791542,31.61,34.7642,81.28,65,0,5.06
104,Uglovoye,UA,1630791427,44.8215,33.6045,61.57,65,29,3.24
310,Kyshtovka,RU,1630791489,56.555,76.6271,53.6,65,100,9.44
55,Guerrero Negro,MX,1630791412,27.9769,-114.0611,76.89,65,95,13.49
397,Broome,US,1630791515,42.2506,-75.833,76.55,64,3,1.01
20,Norman Wells,CA,1630791402,65.282,-126.8329,68.04,64,75,2.3
25,Nhamundá,BR,1630791403,-2.1861,-56.7131,83.41,64,82,1.66
537,Goderich,CA,1630791477,43.7501,-81.7165,72.91,64,100,6.91
359,Zhigansk,RU,1630791504,66.7697,123.3711,36.34,64,11,6.06
165,Rincon,US,1630791445,32.296,-81.2354,86.92,63,40,10.36
346,Coquimbo,CL,1630791499,-29.9533,-71.3436,60.53,63,0,12.66
46,Benghazi,LY,1630791332,32.1167,20.0667,78.49,63,0,8.21
279,Chokurdakh,RU,1630791479,70.6333,147.9167,35.13,63,99,12.95
207,Haines Junction,CA,1630791457,60.7522,-137.5108,58.95,63,100,4.61
324,Freeport,US,1630791214,40.6576,-73.5832,81.27,63,1,8.01
258,East Stroudsburg,US,1630791255,40.9995,-75.1813,79.0,63,3,5.88
201,Provideniya,RU,1630791455,64.3833,-173.3,44.76,63,50,6.24
489,Civitavecchia,IT,1630791541,42.0933,11.7967,76.32,63,2,4.76
454,Maïné Soroa,NE,1630791531,13.2114,12.0241,80.71,62,63,9.86
120,Punta Arenas,CL,1630791432,-53.15,-70.9167,50.11,62,0,11.5
545,Dahra,DZ,1630791558,36.2546,0.8519,78.19,62,0,3.67
160,Port Keats,AU,1630791443,-14.25,129.55,75.33,62,2,9.78
384,Tiksi,RU,1630791511,71.6872,128.8694,39.81,62,100,24.56
133,La Roda,ES,1630791435,39.2167,-2.15,72.91,61,7,11.95
82,Beringovskiy,RU,1630791420,63.05,179.3167,52.7,61,100,9.48
128,Andros Town,BS,1630791434,24.7,-77.7667,85.96,61,95,4.81
2,Ushuaia,AR,1630791396,-54.8,-68.3,47.86,61,75,12.66
306,Hvide Sande,DK,1630791487,56.0045,8.1294,54.0,61,5,13.76
183,Iqaluit,CA,1630791450,63.7506,-68.5145,46.13,61,75,3.44
403,Norfolk,US,1630791277,42.1668,-71.2495,78.67,60,1,1.01
409,Smithers,CA,1630791304,54.7804,-127.1743,68.32,60,75,12.66
64,Bethel,US,1630791415,41.3712,-73.414,78.08,60,1,6.91
364,Bristol,US,1630791505,41.8334,-71.1662,78.48,60,40,4.0
494,Danbury,US,1630791543,41.3948,-73.454,78.24,59,1,6.91
166,Sur,OM,1630791445,22.5667,59.5289,86.83,59,66,9.01
515,Lazurne,UA,1630791549,46.084,32.5295,68.22,59,55,8.14
77,Kongolo,CD,1630791419,-5.3833,27.0,78.1,59,88,3.62
523,Terra Santa,BR,1630791552,-2.1042,-56.4869,83.52,59,65,1.92
98,Albany,US,1630791228,42.6001,-73.9662,77.13,59,0,3.38
221,Cabo San Lucas,MX,1630791462,22.8909,-109.9124,92.52,58,20,13.8
239,Hamilton,US,1630791230,39.1834,-84.5333,81.05,58,75,9.22
495,Voh,NC,1630791543,-20.9667,164.7,73.67,58,0,3.65
246,Coyhaique,CL,1630791469,-45.5752,-72.0662,54.21,58,75,3.44
493,Qaqortoq,GL,1630791542,60.7167,-46.0333,50.5,58,0,4.27
254,Kalangala,UG,1630791472,-0.3089,32.225,73.54,58,97,2.42
552,Jacareacanga,BR,1630791560,-6.2222,-57.7528,82.9,58,80,2.95
65,San Cristobal,VE,1630791415,7.7669,-72.225,78.98,58,14,5.14
130,Jamestown,US,1630791299,42.097,-79.2353,76.01,57,40,5.01
191,Hutchinson,US,1630791422,38.0608,-97.9298,82.35,57,1,3.0
336,Tara,RU,1630791497,56.8944,74.371,57.13,57,15,11.27
492,Aldergrove,CA,1630791300,49.058,-122.4709,71.47,56,90,4.61
514,Forest,US,1630791549,37.3638,-79.2897,83.71,56,1,9.22
390,Westport,US,1630791513,41.1415,-73.3579,80.06,56,1,1.01
332,Sitrah,BH,1630791495,26.1547,50.6206,96.37,56,0,3.44
150,Ngunguru,NZ,1630791441,-35.6167,174.5,61.16,56,72,9.98
421,Fillmore,US,1630791444,43.6666,-92.1002,77.32,56,40,9.22
501,Nazilli,TR,1630791545,37.9163,28.3223,67.6,55,0,3.33
548,Iberia,US,1630791559,29.9502,-91.7507,94.08,55,75,0.0
205,Jizan,SA,1630791457,17.3333,42.6667,90.54,55,71,5.57
62,Duluth,US,1630791327,46.7833,-92.1066,76.32,55,40,4.0
398,Athens,GR,1630791268,37.9795,23.7162,77.25,55,73,1.99
485,Havelock,US,1630791316,34.8791,-76.9013,82.98,55,40,1.99
547,Morro Bay,US,1630791559,35.3658,-120.8499,98.38,54,13,8.01
105,Castro,BR,1630791427,-24.7911,-50.0119,69.13,54,81,4.05
36,Isla Vista,US,1630791393,34.4133,-119.861,98.35,53,1,10.36
379,Makakilo City,US,1630791509,21.3469,-158.0858,84.52,53,20,11.5
297,Anūpgarh,IN,1630791485,29.1911,73.2086,89.38,53,2,2.93
153,Beloha,MG,1630791441,-25.1667,45.05,69.26,53,0,10.18
245,Berbera,SO,1630791469,10.4396,45.0143,89.08,53,81,11.21
351,Koceljeva,RS,1630791501,44.4736,19.8117,64.0,53,27,3.38
383,Plattsburgh,US,1630791511,44.6995,-73.4529,77.32,52,1,1.99
286,Warah,PK,1630791481,27.4481,67.7978,90.37,52,17,8.88
172,Ulladulla,AU,1630791447,-35.35,150.4667,55.09,52,53,15.3
555,Kumluca,TR,1630791561,36.3703,30.2869,78.89,52,0,4.14
556,Tolaga Bay,NZ,1630791562,-38.3667,178.3,55.96,52,0,2.44
352,Ulaangom,MN,1630791501,49.9811,92.0667,49.96,52,0,1.5
266,La Ronge,CA,1630791475,55.1001,-105.2842,62.82,51,40,6.91
551,Biharamulo,TZ,1630791560,-2.6319,31.3089,68.61,51,98,1.43
314,Narsaq,GL,1630791490,60.9167,-46.05,50.22,51,0,5.46
152,Aktau,KZ,1630791441,43.65,51.2,57.78,51,79,4.7
125,Palmer,US,1630791205,42.1584,-72.3287,78.17,51,20,3.44
231,Beyneu,KZ,1630791464,45.3167,55.2,61.77,51,4,5.32
456,Krivodol,BG,1630791532,43.3744,23.4844,63.48,51,0,4.27
427,Atikokan,CA,1630791523,48.7555,-91.6216,66.11,50,56,10.58
251,Shelburne,CA,1630791431,44.0787,-80.2041,72.09,50,98,8.37
158,Houston,US,1630790822,29.7633,-95.3633,99.41,50,1,4.0
300,Abu Samrah,SY,1630791485,35.3029,37.1841,73.71,50,0,6.38
393,Rawson,AR,1630791514,-43.3002,-65.1023,57.72,50,18,2.91
453,Tarauacá,BR,1630791531,-8.1614,-70.7656,87.24,49,84,4.7
175,Grande Prairie,CA,1630791448,55.1667,-118.8027,68.18,49,90,4.61
328,Muğla Province,TR,1630791494,37.2303,28.3557,61.47,49,0,4.99
240,Yulara,AU,1630791467,-25.2406,130.9889,44.44,49,21,10.36
530,Fairview,US,1630791554,40.8126,-73.999,80.42,49,1,3.44
295,Niamey,NE,1630791484,13.5137,2.1098,86.29,48,20,6.91
404,Aksarayskiy,RU,1630791517,46.7924,48.0119,58.95,47,46,7.43
93,Uribia,CO,1630791424,11.7139,-72.266,91.62,47,25,17.25
516,Passa Quatro,BR,1630791550,-22.3903,-44.9667,74.14,46,3,2.28
542,Altay,CN,1630791558,47.8667,88.1167,58.77,45,6,3.56
140,Kingsville,US,1630791438,27.5159,-97.8561,98.69,45,1,14.97
256,Chikwawa,MW,1630791472,-16.0335,34.8009,74.75,45,24,4.25
146,Orangeburg,US,1630791389,33.4918,-80.8557,86.5,45,1,0.0
209,Aksu,CN,1630791458,41.1231,80.2644,68.27,45,0,2.42
412,Aripuanã,BR,1630791519,-9.1667,-60.6333,86.83,44,82,0.76
249,Gornopravdinsk,RU,1630791470,60.05,69.9,63.66,43,40,14.58
443,San Patricio,US,1630791528,28.017,-97.5169,98.69,43,3,16.02
155,Kashgar,CN,1630791442,39.4547,75.9797,75.22,42,0,4.47
426,Santiago del Estero,AR,1630791522,-27.7951,-64.2615,80.8,41,0,5.84
394,Marzuq,YE,1630791514,14.4,46.4667,80.85,41,94,0.94
418,Coos Bay,US,1630791377,43.3665,-124.2179,89.85,41,1,5.75
536,Keïta,NE,1630791556,14.7551,5.7749,82.4,41,10,3.0
263,Peace River,CA,1630791474,56.2501,-117.286,75.51,40,75,10.36
408,Chapais,CA,1630791518,49.7834,-74.8492,64.18,40,100,3.29
339,Korla,CN,1630791497,41.7597,86.1469,68.45,39,1,5.61
53,Abu Dhabi,AE,1630791300,24.4667,54.3667,93.31,38,0,1.14
75,Goundam,ML,1630791418,16.4145,-3.6708,90.32,38,77,15.79
442,Yangi Marg`ilon,UZ,1630791527,40.4272,71.7189,72.32,37,0,9.22
320,Comodoro Rivadavia,AR,1630791492,-45.8667,-67.5,60.66,36,20,13.8
72,Meadow Lake,US,1630791417,34.8014,-106.5436,86.85,36,33,9.37
498,Inyonga,TZ,1630791544,-6.7167,32.0667,69.15,36,4,5.14
199,Río Gallegos,AR,1630791455,-51.6226,-69.2181,55.45,35,20,11.5
353,Shīeli,KZ,1630791502,44.1667,66.75,72.93,35,32,14.65
366,Omaruru,NA,1630791506,-21.4333,15.9333,61.29,35,89,4.9
281,Ekibastuz,KZ,1630791480,51.6667,75.3667,63.43,34,20,9.48
490,Porteirinha,BR,1630791542,-15.7433,-43.0283,81.19,34,28,7.31
557,Pontes e Lacerda,BR,1630791510,-15.2261,-59.3353,89.53,33,17,5.73
326,Sabzawār,IR,1630791493,36.2126,57.6819,76.03,33,0,10.63
58,Miajadas,ES,1630791413,39.1513,-5.9084,82.78,32,8,1.48
315,Zharkent,KZ,1630791490,44.1628,80.0,65.61,32,0,5.91
61,Carnarvon,AU,1630791414,-24.8667,113.6333,50.07,31,0,11.5
564,Portland,US,1630791498,45.5234,-122.6762,87.67,30,40,1.01
465,Gao,ML,1630791534,16.6362,1.637,92.93,30,54,11.21
467,Dillon,US,1630791305,34.4166,-79.3712,88.14,30,0,4.16
288,Hinton,CA,1630791207,53.4001,-117.5857,73.44,30,99,6.53
480,Mongu,ZM,1630791539,-15.2484,23.1274,70.47,29,83,5.66
242,Cochrane,CA,1630791468,51.1834,-114.4687,79.43,28,1,10.36
319,Pakdasht,IR,1630791491,35.4752,51.6807,78.8,28,56,3.4
334,Sabha,LY,1630791496,27.0377,14.4283,84.96,27,0,13.24
348,Avera,US,1630791500,33.194,-82.5271,87.67,27,0,2.44
461,Brooks,CA,1630791533,50.5834,-111.8851,79.43,27,70,5.75
117,Karratha,AU,1630791431,-20.7377,116.8463,65.03,26,0,21.16
422,Logan,US,1630791521,41.7355,-111.8344,85.66,25,1,3.0
438,Cedral,MX,1630791526,23.8,-100.7333,78.73,25,100,9.19
376,Esna,EG,1630791509,25.2934,32.554,87.82,25,0,14.16
373,Washington,US,1630790912,47.5001,-120.5015,82.94,24,100,4.47
527,Tabas,IR,1630791553,33.5959,56.9244,82.96,24,0,3.83
179,Faya,SA,1630791449,18.3851,42.4509,69.91,24,96,5.1
399,Lander,US,1630791515,42.833,-108.7307,78.12,23,1,9.22
497,Tsabong,BW,1630791544,-26.0217,22.401,64.09,23,1,11.18
337,Hīt,IQ,1630791497,33.6416,42.8251,87.1,22,0,7.76
66,Sidrolândia,BR,1630791415,-20.9319,-54.9614,93.99,22,6,2.15
79,Orange Cove,US,1630791419,36.6244,-119.3137,98.62,21,1,3.44
413,Barkly West,ZA,1630791519,-28.5354,24.5215,60.08,21,87,3.91
136,Najrān,SA,1630791436,17.4924,44.1277,79.45,20,100,2.26
132,Araguaçu,BR,1630791435,-12.9306,-49.8264,89.55,19,7,4.36
171,Saint George,US,1630791447,37.1041,-113.5841,102.67,19,1,3.0
161,Adrar,MR,1630791444,20.5022,-10.0711,98.08,18,15,6.46
566,Guararapes,BR,1630791564,-21.2608,-50.6428,81.82,17,0,3.09
194,Challapata,BO,1630791454,-18.9,-66.7667,58.42,16,2,2.48
97,Aranos,NA,1630791425,-24.1333,19.1167,62.46,15,31,9.57
188,Uyuni,BO,1630791452,-20.4597,-66.825,56.08,14,2,6.24
532,Ada,US,1630791555,43.4166,-116.1262,87.73,11,1,4.61
512,West Wendover,US,1630791249,40.7391,-114.0733,83.41,9,1,9.22
293,Winnemucca,US,1630791483,40.973,-117.7357,87.85,7,1,5.75
